Symbol,Name,IPOyear,Sector,industry
BEAT,BioTelemetry Inc.,2008,Health Care,Medical/Dental Instruments
BITI,Biotie Therapies Corp.,2015,Health Care,Major Pharmaceuticals
BDMS,Birner Dental Management Services Inc.,1998,Health Care,Medical/Nursing Services
BJRI,BJ&#39;s Restaurants Inc.,0,Consumer Services,Restaurants
BBOX,Black Box Corporation,0,Technology,Computer Communications Equipment
BDE,Black Diamond Inc.,0,Consumer Non-Durables,Recreational Products/Toys
BLKB,Blackbaud Inc.,2004,Technology,Computer Software: Prepackaged Software
BBRY,BlackBerry Limited,0,Public Utilities,Telecommunications Equipment
HAWK,Blackhawk Network Holdings Inc.,2013,Finance,Finance: Consumer Services
BKCC,BlackRock Capital Investment Corporation,2007,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,0,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,0,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,0,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,0,n/a,n/a
BLMN,Bloomin&#39; Brands Inc.,2012,Consumer Services,Restaurants
BCOR,Blucora Inc.,0,Technology,EDP Services
BLBD,Blue Bird Corporation,2014,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,Blue Buffalo Pet Products Inc.,2015,Consumer Non-Durables,Packaged Foods
BBLU,Blue Earth Inc.,0,Public Utilities,Electric Utilities: Central
BHBK,Blue Hills Bancorp Inc.,2014,Finance,Major Banks
NILE,Blue Nile Inc.,2004,Consumer Services,Consumer Specialties
BLUE,bluebird bio Inc.,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,Blueknight Energy Partners L.P. L.L.C.,2011,Energy,Natural Gas Distribution
BKEPP,Blueknight Energy Partners L.P. L.L.C.,0,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,2015,Health Care,Major Pharmaceuticals
BNCN,BNC Bancorp,0,Finance,Major Banks
BOBE,Bob Evans Farms Inc.,0,Consumer Services,Restaurants
BOFI,BofI Holding Inc.,2005,Finance,Savings Institutions
WIFI,Boingo Wireless Inc.,2011,Consumer Services,Telecommunications Equipment
BOJA,Bojangles&#39; Inc.,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,0,Finance,Major Banks
BONA,Bona Film Group Limited,2010,Consumer Services,Movies/Entertainment
BNSO,Bonso Electronics International Inc.,0,Capital Goods,Industrial Machinery/Components
BAMM,Books-A-Million Inc.,1992,Consumer Services,Other Specialty Stores
BPFH,Boston Private Financial Holdings Inc.,0,Finance,Major Banks
BPFHP,Boston Private Financial Holdings Inc.,0,Finance,Major Banks
BPFHW,Boston Private Financial Holdings Inc.,0,Finance,Major Banks
EPAY,Bottomline Technologies Inc.,1999,Technology,Computer Software: Prepackaged Software
BDBD,Boulder Brands Inc.,0,Consumer Non-Durables,Packaged Foods
BOXL,Boxlight Corporation,0,n/a,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,Bravo Brio Restaurant Group Inc.,2010,Consumer Services,Restaurants
BBEP,Breitburn Energy Partners LP,2006,Energy,Oil & Gas Production
BBEPP,Breitburn Energy Partners LP,0,Energy,Oil & Gas Production
BDGE,Bridge Bancorp Inc.,0,Finance,Major Banks
BLIN          ,Bridgeline Digital Inc.,0,Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,0,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,2012,Technology,EDP Services
BRCM,Broadcom Corporation,1998,Technology,Semiconductors
BSFT,BroadSoft Inc.,2010,Technology,Computer Software: Prepackaged Software
BVSN,BroadVision Inc.,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,0,Finance,Savings Institutions
BWEN,Broadwind Energy Inc.,0,Capital Goods,Metal Fabrications
BRCD,Brocade Communications Systems Inc.,1999,Technology,Computer Communications Equipment
BRKL,Brookline Bancorp Inc.,0,Finance,Savings Institutions
BRKS,Brooks Automation Inc.,1995,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,0,Finance,Major Banks
BLMT,BSB Bancorp Inc.,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,1999,Miscellaneous,Business Services
BWLD,Buffalo Wild Wings Inc.,2003,Consumer Services,Restaurants
BLDR,Builders FirstSource Inc.,2005,Consumer Services,RETAIL: Building Materials
BUR,Burcon Nutrascience Corp,0,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,0,Finance,Major Banks
CHRW,C.H. Robinson Worldwide Inc.,1997,Transportation,Oil Refining/Marketing
CA,CA Inc.,0,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,2000,Technology,Semiconductors
CDNS,Cadence Design Systems Inc.,0,Technology,Computer Software: Prepackaged Software
CDZI,Cadiz Inc.,0,Public Utilities,Water Supply
CACQ,Caesars Acquisition Company,0,Consumer Services,Hotels/Resorts
CZR,Caesars Entertainment Corporation,2012,Consumer Services,Hotels/Resorts
CSTE,CaesarStone Sdot-Yam Ltd.,2012,Capital Goods,Building Materials
PRSS,CafePress Inc.,2012,Consumer Services,Other Specialty Stores
CLBS,Caladrius Biosciences Inc.,0,Health Care,Hospital/Nursing Management
CLMS,Calamos Asset Management Inc.,2004,Finance,Investment Bankers/Brokers/Service
CHY,Calamos Convertible and High Income Fund,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,0,n/a,n/a
CFGE,Calamos Focus Growth ETF,0,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,2005,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,2004,n/a,n/a
CAMP,CalAmp Corp.,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,Calavo Growers Inc.,0,Consumer Non-Durables,Farming/Seeds/Milling
CFNB,California First National Bancorp,0,Finance,Major Banks
CALA,Calithera Biosciences Inc.,2014,Health Care,Major Pharmaceuticals
CALD,Callidus Software Inc.,2003,Technology,EDP Services
CALM,Cal-Maine Foods Inc.,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,Calumet Specialty Products Partners L.P.,2006,Energy,Integrated oil Companies
ABCD,Cambium Learning Group Inc.,0,Consumer Services,Publishing
CAMB,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,2014,Finance,Business Services
CAMBU,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,2013,Finance,Business Services
CAMBW,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,2014,Finance,Business Services
CAC,Camden National Corporation,0,Finance,Major Banks
CAMT,Camtek Ltd.,2000,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,2006,Technology,Semiconductors
CGIX,Cancer Genetics Inc.,0,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,0,Consumer Services,Services-Misc. Amusement & Recreation
CBNJ,Cape Bancorp Inc.,0,Finance,Major Banks
CPLA,Capella Education Company,2006,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,2012,Finance,Major Banks
CCBG,Capital City Bank Group,0,Finance,Major Banks
CPLP,Capital Product Partners L.P.,2007,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,0,n/a,n/a
CPTA,Capitala Finance Corp.,2013,n/a,n/a
CFFN,Capitol Federal Financial Inc.,0,Finance,Savings Institutions
CAPN,Capnia Inc.,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPNW,Capnia Inc.,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPR,Capricor Therapeutics Inc.,0,Health Care,Major Pharmaceuticals
CPST,Capstone Turbine Corporation,2000,Energy,Industrial Machinery/Components
CARA,Cara Therapeutics Inc.,2014,Health Care,Major Pharmaceuticals
CARB,Carbonite Inc.,2011,Technology,EDP Services
CBYL,Carbylan Therapeutics Inc.,2015,Health Care,Major Pharmaceuticals
CRDC,Cardica Inc.,2006,Health Care,Medical/Dental Instruments
CFNL,Cardinal Financial Corporation,1998,Finance,Major Banks
CRME,Cardiome Pharma Corporation,0,Health Care,Major Pharmaceuticals
CSII,Cardiovascular Systems Inc.,1981,Health Care,Medical/Dental Instruments
CATM,Cardtronics Inc.,2007,Miscellaneous,Business Services
CDNA,CareDx Inc.,2014,Health Care,Medical Specialities
CECO,Career Education Corporation,1998,Consumer Services,Other Consumer Services
CTRE,CareTrust REIT Inc.,0,Consumer Services,Real Estate Investment Trusts
CKEC,Carmike Cinemas Inc.,0,Consumer Services,Movies/Entertainment
CLBH,Carolina Bank Holdings Inc.,0,Finance,Major Banks
CARO,Carolina Financial Corporation,0,Finance,Major Banks
CART,Carolina Trust Bank,0,n/a,n/a
CRZO,Carrizo Oil & Gas Inc.,1997,Energy,Oil & Gas Production
TAST,Carrols Restaurant Group Inc.,2006,Consumer Services,Restaurants
CRTN,Cartesian Inc.,0,Consumer Services,Professional Services
CARV,Carver Bancorp Inc.,0,Finance,Savings Institutions
CASM,CAS Medical Systems Inc.,0,Health Care,Medical/Dental Instruments
CACB,Cascade Bancorp,0,Finance,Major Banks
CSCD,Cascade Microtech Inc.,2004,Capital Goods,Electrical Products
CWST,Casella Waste Systems Inc.,1997,Public Utilities,Environmental Services
CASY,Caseys General Stores Inc.,1983,Consumer Durables,Automotive Aftermarket
CASI,CASI Pharmaceuticals Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,Cass Information Systems Inc,0,Miscellaneous,Business Services
CATB,Catabasis Pharmaceuticals Inc.,2015,Health Care,Major Pharmaceuticals
CBIO,Catalyst Inc. ,0,Health Care,Major Pharmaceuticals
CPRX,Catalyst Pharmaceuticals Inc.,2006,Health Care,Major Pharmaceuticals
CATY,Cathay General Bancorp,0,Finance,Major Banks
CATYW,Cathay General Bancorp,0,Finance,Major Banks
CVCO,Cavco Industries Inc.,0,Basic Industries,Homebuilding
CAVM,Cavium Inc.,2007,Technology,Semiconductors
CBFV,CB Financial Services Inc.,0,Finance,Major Banks
CNLM,CB Pharma Acquisition Corp.,2015,Finance,Business Services
CNLMR,CB Pharma Acquisition Corp.,2015,Finance,Business Services
CNLMU,CB Pharma Acquisition Corp.,2014,Finance,Business Services
CNLMW,CB Pharma Acquisition Corp.,2015,Finance,Business Services
CBOE,CBOE Holdings Inc.,2010,Finance,Investment Bankers/Brokers/Service
CDK,CDK Global Inc.,0,Miscellaneous,Business Services
CDW,CDW Corporation,2013,Consumer Services,Catalog/Specialty Distribution
CECE,CECO Environmental Corp.,0,Capital Goods,Pollution Control Equipment
CPXX,Celator Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
CELG,Celgene Corporation,1987,Health Care,Major Pharmaceuticals
CELGZ,Celgene Corporation,0,Health Care,Major Pharmaceuticals
CLDN,Celladon Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLDX,Celldex Therapeutics Inc.,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLRB,Cellectar Biosciences Inc.,0,Health Care,Major Pharmaceuticals
CLRBW,Cellectar Biosciences Inc.,0,Health Care,Major Pharmaceuticals
CLLS,Cellectis S.A.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBMG,Cellular Biomedicine Group Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLSN,Celsion Corporation,0,Health Care,Major Pharmaceuticals
CLTX,Celsus Therapeutics Plc,0,Health Care,Major Pharmaceuticals
CYAD,Celyad SA,2015,Health Care,Major Pharmaceuticals
CEMP,Cempra Inc.,2012,Health Care,Major Pharmaceuticals
CETX,Cemtrex Inc.,0,Capital Goods,Industrial Machinery/Components
CSFL,CenterState Banks Inc.,0,Finance,Major Banks
CETV,Central European Media Enterprises Ltd.,1994,Consumer Services,Broadcasting
CFBK,Central Federal Corporation,0,Finance,Savings Institutions
CENT,Central Garden & Pet Company,1993,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,0,Consumer Durables,Consumer Specialties
CVCY,Central Valley Community Bancorp,0,Finance,Major Banks
CENX,Century Aluminum Company,1996,Basic Industries,Aluminum
CNBKA,Century Bancorp Inc.,1987,Finance,Major Banks
CNTY,Century Casinos Inc.,0,Consumer Services,Hotels/Resorts
CPHD,CEPHEID,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
CRNT,Ceragon Networks Ltd.,0,Technology,Radio And Television Broadcasting And Communications Equipment
CERE,Ceres Inc.,2012,Consumer Non-Durables,Farming/Seeds/Milling
CERN,Cerner Corporation,1986,Technology,EDP Services
CERU,Cerulean Pharma Inc.,2014,Health Care,Major Pharmaceuticals
CERS,Cerus Corporation,1997,Health Care,Medical/Dental Instruments
KOOL,Cesca Therapeutics Inc.,0,Capital Goods,Medical Specialities
CEVA,CEVA Inc.,0,Technology,Semiconductors
CSBR,Champions Oncology Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYOU,Changyou.com Limited,2009,Technology,Computer Software: Prepackaged Software
HOTR,Chanticleer Holdings Inc.,0,Consumer Services,Restaurants
HOTRW,Chanticleer Holdings Inc.,0,Consumer Services,Restaurants
CTHR,Charles & Colvard Ltd,1997,Consumer Durables,Consumer Specialties
GTLS,Chart Industries Inc.,2006,Capital Goods,Metal Fabrications
CHTR,Charter Communications Inc.,0,Consumer Services,Television Services
CHFN,Charter Financial Corp.,2010,Finance,Savings Institutions
CHKP,Check Point Software Technologies Ltd.,1996,Technology,Computer Software: Prepackaged Software
CHEK,Check-Cap Ltd.,2015,Health Care,Medical Electronics
CHEKW,Check-Cap Ltd.,2015,Health Care,Medical Electronics
CEMI,Chembio Diagnostics Inc.,0,Health Care,Major Pharmaceuticals
CHFC,Chemical Financial Corporation,0,Finance,Major Banks
CCXI,ChemoCentryx Inc.,2012,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,0,Finance,Major Banks
CHKE,Cherokee Inc.,0,Consumer Non-Durables,Apparel
CHEV,Cheviot Financial Corp,2004,Finance,Savings Institutions
CHMA,Chiasma Inc.,2015,Health Care,Major Pharmaceuticals
CBNK,Chicopee Bancorp Inc.,0,Finance,Banks
PLCE,Children&#39;s Place Inc. (The),1997,Consumer Services,Clothing/Shoe/Accessory Stores
CMRX,Chimerix Inc.,2013,Health Care,Major Pharmaceuticals
CADC,China Advanced Construction Materials Group Inc.,0,Basic Industries,Engineering & Construction
CALI,China Auto Logistics Inc.,0,Consumer Services,Motor Vehicles
CAAS,China Automotive Systems Inc.,0,Capital Goods,Auto Parts:O.E.M.
CBAK,China BAK Battery Inc.,0,Miscellaneous,Industrial Machinery/Components
CBPO,China Biologic Products Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCCL,China Ceramics Co. Ltd.,0,Capital Goods,Building Materials
CCCR,China Commercial Credit Inc.,2013,Finance,Major Banks
JRJC,China Finance Online Co. Limited,2004,Miscellaneous,Business Services
CHOP,China Gerui Advanced Materials Group Limited,0,Capital Goods,Steel/Iron Ore
HGSH,China HGS Real Estate Inc.,0,Finance,Real Estate
CHLN,China Housing & Land Development Inc.,0,Basic Industries,Homebuilding
CNIT,China Information Technology Inc.,0,Technology,Computer Software: Prepackaged Software
CJJD,China Jo-Jo Drugstores Inc.,0,Consumer Durables,Specialty Chemicals
HTHT,China Lodging Group Limited,2010,Consumer Services,Hotels/Resorts
CHNR,China Natural Resources Inc.,0,Basic Industries,Precious Metals
CREG,China Recycling Energy Corporation,0,Miscellaneous,Business Services
CRDI,China Resources Development Inc.,0,n/a,n/a
CPGI,China Shengda Packaging Group Inc.,2010,Consumer Durables,Containers/Packaging
CSUN,China Sunergy Co. Ltd.,2007,Technology,Semiconductors
CNTF,China TechFaith Wireless Communication Technology Limited,2005,Miscellaneous,Business Services
CXDC,China XD Plastics Company Limited,0,Capital Goods,Containers/Packaging
CNYD,China Yida Holding Co.,0,Consumer Services,Advertising
CCIH,ChinaCache International Holdings Ltd.,2010,Technology,EDP Services
CNET,ChinaNet Online Holdings Inc.,0,Technology,Advertising
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,0,Technology,Semiconductors
CHSCL,CHS Inc,0,Consumer Services,Farming/Seeds/Milling
CHSCM,CHS Inc,0,Consumer Services,Farming/Seeds/Milling
CHSCN,CHS Inc,0,Consumer Services,Farming/Seeds/Milling
CHSCO,CHS Inc,0,Consumer Services,Farming/Seeds/Milling
CHSCP,CHS Inc,0,Consumer Services,Farming/Seeds/Milling
CHDN,Churchill Downs Incorporated,0,Consumer Services,Services-Misc. Amusement & Recreation
CHUY,Chuy&#39;s Holdings Inc.,2012,Consumer Services,Restaurants
CDTX,Cidara Therapeutics Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CIFC,CIFC Corp.,0,Finance,Finance: Consumer Services
CMCT,CIM Commercial Trust Corporation,0,Consumer Services,Real Estate Investment Trusts
CMPR,Cimpress N.V,0,Miscellaneous,Publishing
CINF,Cincinnati Financial Corporation,0,Finance,Property-Casualty Insurers
CIDM,Cinedigm Corp,0,Miscellaneous,Business Services
CTAS,Cintas Corporation,1983,Consumer Non-Durables,Apparel
CPHR,Cipher Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
CRUS,Cirrus Logic Inc.,1989,Technology,Semiconductors
CSCO,Cisco Systems Inc.,1990,Technology,Computer Communications Equipment
CTRN,Citi Trends Inc.,2005,Consumer Services,Clothing/Shoe/Accessory Stores
CZNC,Citizens & Northern Corp,0,Finance,Major Banks
CZWI,Citizens Community Bancorp Inc.,0,Finance,Savings Institutions
CZFC,Citizens First Corporation,0,Finance,Major Banks
CIZN,Citizens Holding Company,0,Finance,Major Banks
CTXS,Citrix Systems Inc.,1995,Technology,Computer Software: Prepackaged Software
CHCO,City Holding Company,0,Finance,Major Banks
CIVB,Civista Bancshares Inc. ,0,Finance,Major Banks
CIVBP,Civista Bancshares Inc. ,0,Finance,Major Banks
CDTI,Clean Diesel Technologies Inc.,0,Capital Goods,Pollution Control Equipment
CLNE,Clean Energy Fuels Corp.,2007,Public Utilities,Natural Gas Distribution
CLNT,Cleantech Solutions International Inc.,0,Technology,Industrial Machinery/Components
CLFD,Clearfield Inc.,0,Public Utilities,Telecommunications Equipment
CLRO,ClearOne Inc.,0,Public Utilities,Telecommunications Equipment
CLIR,ClearSign Combustion Corporation,2012,Capital Goods,Industrial Machinery/Components
CBLI,Cleveland BioLabs Inc.,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CSBK,Clifton Bancorp Inc.,0,Finance,Savings Institutions
CLVS,Clovis Oncology Inc.,2011,Health Care,Major Pharmaceuticals
CMFN,CM Finance Inc,2014,n/a,n/a
CME,CME Group Inc.,2002,Finance,Investment Bankers/Brokers/Service
CCNE,CNB Financial Corporation,0,Finance,Major Banks
CISG,CNinsure Inc.,2007,Finance,Specialty Insurers
CNV,Cnova N.V.,2014,Consumer Services,Catalog/Specialty Distribution
CWAY,Coastway Bancorp Inc.,2014,Finance,Savings Institutions
COBZ,CoBiz Financial Inc.,1998,Finance,Major Banks
COKE,Coca-Cola Bottling Co. Consolidated,1972,Consumer Non-Durables,Beverages (Production/Distribution)
CDRB,Code Rebel Corporation,2015,Technology,Computer Software: Prepackaged Software
CDXS,Codexis Inc.,2010,Basic Industries,Major Chemicals
CVLY,Codorus Valley Bancorp Inc,0,Finance,Savings Institutions
